,Entity,Code,Year,Share of population covered by health insurance (ILO (2014)),Under-fifteen mortality rate,Deaths - Sex: all - Age: 0 - Variant: estimates,Observation value - Indicator: Under-five mortality rate - Sex: Total - Wealth quintile: Total - Unit of measure: Deaths per 100 live births,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,Estimated maternal deaths,Births attended by skilled health staff (% of total),MCV1 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized)
58,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
59,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.045,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
60,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.002,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
61,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.014,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
62,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
63,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
64,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.014,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
65,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
66,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.077,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
67,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.1,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
68,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.062,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
69,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.054,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
70,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.053,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
71,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.14,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
72,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.054,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
73,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.058,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
74,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
75,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.068,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
76,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.096,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
77,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.23,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
78,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.18,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
79,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.28,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
80,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.28,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
81,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.26,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
82,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.28,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
83,Argentina,ARG,2009,96.8,1.7574325,10174.0,1.4964536,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.45,,,,,,0.5,,,EN,2018-11-26T23:00:00.000Z,410.5084,97.9,96.0,97.0,94.0
84,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.003,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
85,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.013,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
86,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
87,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
88,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
89,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
90,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.0005,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
91,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
92,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.034,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
93,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.008,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
94,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
95,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.01,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
96,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.041,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
97,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
98,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
99,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.035,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
100,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
101,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.042,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
102,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.005,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
103,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.019,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
104,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
105,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
106,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.017,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
107,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
108,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.12,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
109,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.079,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
110,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.059,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
111,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.077,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
112,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.071,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
113,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.066,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
114,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.065,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
115,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.079,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
116,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.1,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
117,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.14,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
118,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.23,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
119,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.22,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
120,Armenia,ARM,2009,100.0,2.149511,758.0,1.9532334,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2009,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.16,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,14.361759,100.0,96.0,94.0,93.0
